RNALocate_ID	Species	RNA_Symbol	RNA_Type	Subcellular_Localization	GO_Accession	PubMed_ID	RNALocate_Score
RL-E-m-0068143	Homo sapiens	GPAT2	mRNA	Cytosol	GO:0005829		0.795006069178413
RL-E-m-0068144	Homo sapiens	ANAPC7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068145	Homo sapiens	DGKD	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068149	Homo sapiens	SND1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068154	Homo sapiens	DUSP22	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068161	Homo sapiens	SRR	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068173	Homo sapiens	NCK1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068176	Homo sapiens	C17orf100	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068179	Homo sapiens	ADGRL1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068182	Homo sapiens	THSD7A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068195	Homo sapiens	NT5C	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068196	Homo sapiens	SFXN3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068216	Homo sapiens	RABGGTA	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068224	Homo sapiens	COPB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068225	Homo sapiens	HECTD2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068237	Homo sapiens	SRSF8	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068242	Homo sapiens	CDH5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068243	Homo sapiens	STRN3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068244	Homo sapiens	FBXO33	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068252	Homo sapiens	S100A1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068255	Homo sapiens	EIF3E	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068257	Homo sapiens	ABRAXAS2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068259	Homo sapiens	INTS5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068261	Homo sapiens	APOM	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068271	Homo sapiens	NPRL3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068273	Homo sapiens	S100B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068274	Homo sapiens	RAP1B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068276	Homo sapiens	CNOT4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068279	Homo sapiens	ACY1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068282	Homo sapiens	SDC4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068284	Homo sapiens	FLOT1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068286	Homo sapiens	ZFTA	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068291	Homo sapiens	BCL2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068292	Homo sapiens	TCF7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068293	Homo sapiens	IFT25	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068294	Homo sapiens	RECQL	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068296	Homo sapiens	STX1B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068301	Homo sapiens	IVNS1ABP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068303	Homo sapiens	TIGD2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068306	Homo sapiens	NCS1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068310	Homo sapiens	TUT7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068317	Homo sapiens	EIF3K	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068318	Homo sapiens	DAP	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068323	Homo sapiens	UBE2H	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068327	Homo sapiens	ZNF32	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068332	Homo sapiens	GOLPH3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068339	Homo sapiens	OAZ1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068340	Homo sapiens	KLHDC8B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068341	Homo sapiens	TLE2	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068345	Homo sapiens	SZRD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068347	Homo sapiens	TMEM11	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068348	Homo sapiens	KHNYN	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068354	Homo sapiens	DYNLL2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068356	Homo sapiens	RBM39	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068358	Homo sapiens	NRBF2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068359	Homo sapiens	DNAJC24	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068361	Homo sapiens	KRT18	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068375	Homo sapiens	TTC7B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068376	Homo sapiens	BTG1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068381	Homo sapiens	ARPC4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068383	Homo sapiens	EIF2S3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068386	Homo sapiens	CTDSPL	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068388	Homo sapiens	DCK	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068392	Homo sapiens	DHX16	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068396	Homo sapiens	UBE4B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068398	Homo sapiens	DHX16	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068412	Homo sapiens	ERCC1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068416	Homo sapiens	RAB27A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068421	Homo sapiens	MXD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068424	Homo sapiens	STRN3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068428	Homo sapiens	SFTPD	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068430	Homo sapiens	MICAL3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068435	Homo sapiens	ANKRD12	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068436	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068438	Homo sapiens	FUBP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068441	Homo sapiens	CREM	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068442	Homo sapiens	EGR1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068444	Homo sapiens	COX6A1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068445	Homo sapiens	PPRC1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068456	Homo sapiens	RAB40B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068457	Homo sapiens	ARL4A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068461	Homo sapiens	GTF2I	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068464	Homo sapiens	ZC3H6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068467	Homo sapiens	PDAP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068475	Homo sapiens	LGR5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068477	Homo sapiens	ZEB2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068478	Homo sapiens	USP21	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068481	Homo sapiens	PSPH	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068483	Homo sapiens	AKR7A2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068484	Homo sapiens	ATP10B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068494	Homo sapiens	TIA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068498	Homo sapiens	NOP14	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068505	Homo sapiens	PPME1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068508	Homo sapiens	HELZ	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068509	Homo sapiens	SPAG16	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068512	Homo sapiens	SLC25A32	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068513	Homo sapiens	PKLR	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068521	Homo sapiens	PPP1R12C	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068522	Homo sapiens	GRTP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068523	Homo sapiens	TSG101	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068525	Homo sapiens	ZNF263	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068527	Homo sapiens	COG1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068538	Homo sapiens	ALDH9A1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068541	Homo sapiens	ERN2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068545	Homo sapiens	SOX2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068550	Homo sapiens	RABGGTB	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068552	Homo sapiens	AMPD2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068559	Homo sapiens	ZNF500	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068564	Homo sapiens	RPRD2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068567	Homo sapiens	ING4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068575	Homo sapiens	MEAK7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068582	Homo sapiens	SF3B6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068584	Homo sapiens	GCOM1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068589	Homo sapiens	OGA	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068595	Homo sapiens	TRIM27	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068598	Homo sapiens	DENND5B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068602	Homo sapiens	HDHD3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068603	Homo sapiens	SREBF1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068607	Homo sapiens	RITA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068614	Homo sapiens	CRACR2B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068615	Homo sapiens	TRUB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068620	Homo sapiens	GORASP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068621	Homo sapiens	ETV5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068622	Homo sapiens	GATD3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068624	Homo sapiens	TUBD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068627	Homo sapiens	NDUFV2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068630	Homo sapiens	NR1D2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068633	Homo sapiens	TERF2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068635	Homo sapiens	CMTR2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068640	Homo sapiens	HERC4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068641	Homo sapiens	ZNF326	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068644	Homo sapiens	IK	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068645	Homo sapiens	EIF4A3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068646	Homo sapiens	SETD9	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068652	Homo sapiens	SF3B6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068654	Homo sapiens	PCID2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068656	Homo sapiens	NOL4L	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068658	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068660	Homo sapiens	IGFL2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068661	Homo sapiens	CNOT2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068671	Homo sapiens	RCHY1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068680	Homo sapiens	GSTP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068686	Homo sapiens	VAPA	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068688	Homo sapiens	CEP70	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068697	Homo sapiens	ENTREP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068698	Homo sapiens	SATB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068700	Homo sapiens	PRKAR2B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068702	Homo sapiens	DDB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068704	Homo sapiens	ZNF337	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068713	Homo sapiens	KIF14	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068714	Homo sapiens	EIF4EBP2	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068715	Homo sapiens	NCOA4	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068716	Homo sapiens	ATXN7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068719	Homo sapiens	HOXA9	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068723	Homo sapiens	ZMYM6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068726	Homo sapiens	PXK	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068735	Homo sapiens	MICAL2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068737	Homo sapiens	NDUFAB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068738	Homo sapiens	ARHGAP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068751	Homo sapiens	PCYT1A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068756	Homo sapiens	INTS10	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068765	Homo sapiens	DSCAM	mRNA	Cytosol	GO:0005829		0.795006069178413
RL-E-m-0068770	Homo sapiens	KCNMA1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068773	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068774	Homo sapiens	CREB5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068777	Homo sapiens	CREB5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068782	Homo sapiens	SLC25A29	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068788	Homo sapiens	MSN	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068789	Homo sapiens	CSTF1	mRNA	Cytosol	GO:0005829		0.82545835599294
RL-E-m-0068791	Homo sapiens	PAPPA2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068792	Homo sapiens	DGKA	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068795	Homo sapiens	IDH3G	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068796	Homo sapiens	SPRY2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068798	Homo sapiens	MRPS35	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068802	Homo sapiens	RNF141	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068804	Homo sapiens	IDI1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068807	Homo sapiens	GSTP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068809	Homo sapiens	FAM89A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068817	Homo sapiens	ACTMAP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068818	Homo sapiens	FGD6	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068831	Homo sapiens	NAA15	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068832	Homo sapiens	MRPL21	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068838	Homo sapiens	DAPK1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068842	Homo sapiens	ASNS	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068850	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068854	Homo sapiens	MED14	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068865	Homo sapiens	HIVEP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068868	Homo sapiens	ARHGEF12	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068869	Homo sapiens	SETD3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068871	Homo sapiens	MTCL2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068875	Homo sapiens	SLC25A16	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068885	Homo sapiens	GABARAPL1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068888	Homo sapiens	MTHFD1L	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068890	Homo sapiens	ZFYVE1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068901	Homo sapiens	ETV4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068902	Homo sapiens	FBXL15	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068905	Homo sapiens	CMC2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068907	Homo sapiens	SUPV3L1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068911	Homo sapiens	CCNC	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068912	Homo sapiens	TMEM70	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068913	Homo sapiens	UBE2G2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068914	Homo sapiens	SESN2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068916	Homo sapiens	ALDH1A1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068928	Homo sapiens	VPS41	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068931	Homo sapiens	FEN1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068934	Homo sapiens	URI1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068936	Homo sapiens	PCYT2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068938	Homo sapiens	TNFRSF25	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068940	Homo sapiens	JRKL	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068948	Homo sapiens	TUBB3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068958	Homo sapiens	BCLAF1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068962	Homo sapiens	APC	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068970	Homo sapiens	APRT	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068977	Homo sapiens	PNP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068978	Homo sapiens	GTF2A2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068986	Homo sapiens	ANGPTL4	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068989	Homo sapiens	SLC4A5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068991	Homo sapiens	SH3GLB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068993	Homo sapiens	RAP1GAP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0068999	Homo sapiens	SLC25A1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069002	Homo sapiens	RAP2A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069006	Homo sapiens	TSC22D2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069007	Homo sapiens	ALDH1A2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069010	Homo sapiens	CREBBP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069019	Homo sapiens	MSX1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069021	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069022	Homo sapiens	VAPB	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069027	Homo sapiens	NRAP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069030	Homo sapiens	COPS7A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069035	Homo sapiens	RWDD2A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069037	Homo sapiens	LRIF1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069044	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069047	Homo sapiens	SSBP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069053	Homo sapiens	OSTF1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069054	Homo sapiens	EIF5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069055	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069060	Homo sapiens	LGALS9	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069064	Homo sapiens	ISG15	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069072	Homo sapiens	NAT1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069079	Homo sapiens	KANSL3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069080	Homo sapiens	EBNA1BP2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069085	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069088	Homo sapiens	GTF2H1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069093	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069094	Homo sapiens	SOCS7	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069096	Homo sapiens	COX15	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069098	Homo sapiens	PACS2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069100	Homo sapiens	PILRB	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069109	Homo sapiens	DDX41	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069115	Homo sapiens	PLCG2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069118	Homo sapiens	PRPF40A	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069120	Homo sapiens	RAB1B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069131	Homo sapiens	ACAD8	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069133	Homo sapiens	ENOPH1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069145	Homo sapiens	MAPKAP1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069146	Homo sapiens	C19orf53	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069148	Homo sapiens	ING3	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069159	Homo sapiens	PRKAR1B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069161	Homo sapiens	NGDN	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069165	Homo sapiens	COPB1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069173	Homo sapiens	SNRPG	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069183	Homo sapiens	MTHFD1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069185	Homo sapiens	YJU2B	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069187	Homo sapiens	PDE4DIP	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069189	Homo sapiens	OPCML	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069196	Homo sapiens	GSTO2	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069198	Homo sapiens	PRPF31	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069202	Homo sapiens	ZMYND15	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069209	Homo sapiens	SCLY	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069211	Homo sapiens	METTL26	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069213	Homo sapiens	LANCL1	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069215	Homo sapiens	GFUS	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069216	Homo sapiens	LSM5	mRNA	Cytosol	GO:0005829		0.815590988686444
RL-E-m-0069222	Homo sapiens	SOCS5	mRNA	Cytosol	GO:0005829		0.815590988686444
